Record Id,Record Id,Search Name,Srch Created,Type of Case,Subject,Case Mgr,Primary Law Firm,Search Stage,Search Failed Date,K Date,Hours Reported,Source,Division,NOS,Clone?,Billing Date,Last Billed Date
zcrm_1936942000189723002,zcrm_1936942000203020815,MellataMelha_RAS_FisherBroyles_VAXXINOVA,20-Nov-23,Intellectual Property,Biotechnology,Susanna Ryan,"FisherBroyles, LLP",Cases Underway (5),,4-Dec-23,0,Outbound,Patent,830 Patent,TRUE,31-Jan-24,
zcrm_1936942000189723002,zcrm_1936942000221019068,MellataMelha_RAS_FisherBroyles_VAXXINOVA,20-Nov-23,Intellectual Property,Biotechnology,Susanna Ryan,"FisherBroyles, LLP",Cases Underway (5),,4-Dec-23,0,Outbound,Patent,830 Patent,TRUE,30-Jun-24,
zcrm_1936942000189723002,zcrm_1936942000208002062,MellataMelha_RAS_FisherBroyles_VAXXINOVA,20-Nov-23,Intellectual Property,Biotechnology,Susanna Ryan,"FisherBroyles, LLP",Cases Underway (5),,4-Dec-23,0,Outbound,Patent,830 Patent,TRUE,31-Mar-24,
zcrm_1936942000189723002,zcrm_1936942000224419063,MellataMelha_RAS_FisherBroyles_VAXXINOVA,20-Nov-23,Intellectual Property,Biotechnology,Susanna Ryan,"FisherBroyles, LLP",Cases Underway (5),,4-Dec-23,0,Outbound,Patent,830 Patent,TRUE,31-Jul-24,
zcrm_1936942000189723002,zcrm_1936942000196316618,MellataMelha_RAS_FisherBroyles_VAXXINOVA,20-Nov-23,Intellectual Property,Biotechnology,Susanna Ryan,"FisherBroyles, LLP",Cases Underway (5),,4-Dec-23,0,Outbound,Patent,830 Patent,TRUE,31-Dec-23,
zcrm_1936942000189723002,zcrm_1936942000216407272,MellataMelha_RAS_FisherBroyles_VAXXINOVA,20-Nov-23,Intellectual Property,Biotechnology,Susanna Ryan,"FisherBroyles, LLP",Cases Underway (5),,4-Dec-23,0,Outbound,Patent,830 Patent,TRUE,31-May-24,
zcrm_1936942000189723002,zcrm_1936942000204418862,MellataMelha_RAS_FisherBroyles_VAXXINOVA,20-Nov-23,Intellectual Property,Biotechnology,Susanna Ryan,"FisherBroyles, LLP",Cases Underway (5),,4-Dec-23,0,Outbound,Patent,830 Patent,TRUE,29-Feb-24,
zcrm_1936942000168739242,zcrm_1936942000196381419,SchinzerWilliam_RAS_KattenMuchin_Windels_MicroLabs_Orbicular,15-May-23,Intellectual Property,Pharmaceuticals,Christopher Park,Katten Muchin Rosenman,Cases Underway (5),,4-Dec-23,0,Inbound,Patent,830 Patent,FALSE,31-Dec-23,31-Jan-24
zcrm_1936942000168739242,zcrm_1936942000203020764,SchinzerWilliam_RAS_KattenMuchin_Windels_MicroLabs_Orbicular,15-May-23,Intellectual Property,Pharmaceuticals,Christopher Park,Katten Muchin Rosenman,Cases Underway (5),,4-Dec-23,22,Inbound,Patent,830 Patent,FALSE,31-Jan-24,31-Jan-24
zcrm_1936942000168739242,zcrm_1936942000204451672,SchinzerWilliam_RAS_KattenMuchin_Windels_MicroLabs_Orbicular,15-May-23,Intellectual Property,Pharmaceuticals,Christopher Park,Katten Muchin Rosenman,Cases Underway (5),,4-Dec-23,0,Inbound,Patent,830 Patent,FALSE,29-Feb-24,31-Jan-24
zcrm_1936942000168739242,zcrm_1936942000208002106,SchinzerWilliam_RAS_KattenMuchin_Windels_MicroLabs_Orbicular,15-May-23,Intellectual Property,Pharmaceuticals,Christopher Park,Katten Muchin Rosenman,Cases Underway (5),,4-Dec-23,0,Inbound,Patent,830 Patent,FALSE,31-Mar-24,31-Jan-24
zcrm_1936942000168739242,zcrm_1936942000208005145,SchinzerWilliam_RAS_KattenMuchin_Windels_MicroLabs_Orbicular,15-May-23,Intellectual Property,Pharmaceuticals,Christopher Park,Katten Muchin Rosenman,Cases Underway (5),,4-Dec-23,0,Inbound,Patent,830 Patent,FALSE,31-Mar-24,31-Jan-24
zcrm_1936942000168739242,zcrm_1936942000212160416,SchinzerWilliam_RAS_KattenMuchin_Windels_MicroLabs_Orbicular,15-May-23,Intellectual Property,Pharmaceuticals,Christopher Park,Katten Muchin Rosenman,Cases Underway (5),,4-Dec-23,0,Inbound,Patent,830 Patent,FALSE,30-Apr-24,31-Jan-24
zcrm_1936942000168739242,zcrm_1936942000221019112,SchinzerWilliam_RAS_KattenMuchin_Windels_MicroLabs_Orbicular,15-May-23,Intellectual Property,Pharmaceuticals,Christopher Park,Katten Muchin Rosenman,Cases Underway (5),,4-Dec-23,0,Inbound,Patent,830 Patent,FALSE,30-Jun-24,31-Jan-24
zcrm_1936942000168739242,zcrm_1936942000224419105,SchinzerWilliam_RAS_KattenMuchin_Windels_MicroLabs_Orbicular,15-May-23,Intellectual Property,Pharmaceuticals,Christopher Park,Katten Muchin Rosenman,Cases Underway (5),,4-Dec-23,0,Inbound,Patent,830 Patent,FALSE,31-Jul-24,31-Jan-24
zcrm_1936942000187375084,zcrm_1936942000212160449,StoneRobert_SterneKessler_CHIARO,1-Nov-23,Intellectual Property,Electro Mechanical Design,Christopher Park,Sterne Kessler Goldstein & Fox P.L.L.C.,Cases Underway (5),,29-Nov-23,0,Outbound,Patent,830 Patent,FALSE,30-Apr-24,31-Jul-24
zcrm_1936942000187375084,zcrm_1936942000208005174,StoneRobert_SterneKessler_CHIARO,1-Nov-23,Intellectual Property,Electro Mechanical Design,Christopher Park,Sterne Kessler Goldstein & Fox P.L.L.C.,Cases Underway (5),,29-Nov-23,0,Outbound,Patent,830 Patent,FALSE,31-Mar-24,31-Jul-24
zcrm_1936942000187375084,zcrm_1936942000208002135,StoneRobert_SterneKessler_CHIARO,1-Nov-23,Intellectual Property,Electro Mechanical Design,Christopher Park,Sterne Kessler Goldstein & Fox P.L.L.C.,Cases Underway (5),,29-Nov-23,0,Outbound,Patent,830 Patent,FALSE,31-Mar-24,31-Jul-24
zcrm_1936942000187375084,zcrm_1936942000216488249,StoneRobert_SterneKessler_CHIARO,1-Nov-23,Intellectual Property,Electro Mechanical Design,Christopher Park,Sterne Kessler Goldstein & Fox P.L.L.C.,Cases Underway (5),,29-Nov-23,0,Outbound,Patent,830 Patent,FALSE,31-May-24,31-Jul-24
zcrm_1936942000187375084,zcrm_1936942000221017088,StoneRobert_SterneKessler_CHIARO,1-Nov-23,Intellectual Property,Electro Mechanical Design,Christopher Park,Sterne Kessler Goldstein & Fox P.L.L.C.,Cases Underway (5),,29-Nov-23,9,Outbound,Patent,830 Patent,FALSE,30-Jun-24,31-Jul-24
zcrm_1936942000187375084,zcrm_1936942000224417048,StoneRobert_SterneKessler_CHIARO,1-Nov-23,Intellectual Property,Electro Mechanical Design,Christopher Park,Sterne Kessler Goldstein & Fox P.L.L.C.,Cases Underway (5),,29-Nov-23,28,Outbound,Patent,830 Patent,FALSE,31-Jul-24,31-Jul-24
zcrm_1936942000187375084,zcrm_1936942000204451704,StoneRobert_SterneKessler_CHIARO,1-Nov-23,Intellectual Property,Electro Mechanical Design,Christopher Park,Sterne Kessler Goldstein & Fox P.L.L.C.,Cases Underway (5),,29-Nov-23,0,Outbound,Patent,830 Patent,FALSE,29-Feb-24,31-Jul-24
zcrm_1936942000179440136,zcrm_1936942000203020919,GalenJames_FisherBroyles_VAXXINOVA,28-Aug-23,Intellectual Property,Biotechnology,Susanna Ryan,"FisherBroyles, LLP",Cases Underway (5),,24-Nov-23,5.75,Outbound,Patent,830 Patent,FALSE,31-Jan-24,30-Jun-24
zcrm_1936942000179440136,zcrm_1936942000204418750,GalenJames_FisherBroyles_VAXXINOVA,28-Aug-23,Intellectual Property,Biotechnology,Susanna Ryan,"FisherBroyles, LLP",Cases Underway (5),,24-Nov-23,5.25,Outbound,Patent,830 Patent,FALSE,29-Feb-24,30-Jun-24
zcrm_1936942000179440136,zcrm_1936942000224417212,GalenJames_FisherBroyles_VAXXINOVA,28-Aug-23,Intellectual Property,Biotechnology,Susanna Ryan,"FisherBroyles, LLP",Cases Underway (5),,24-Nov-23,0,Outbound,Patent,830 Patent,FALSE,31-Jul-24,30-Jun-24
zcrm_1936942000179440136,zcrm_1936942000207982092,GalenJames_FisherBroyles_VAXXINOVA,28-Aug-23,Intellectual Property,Biotechnology,Susanna Ryan,"FisherBroyles, LLP",Cases Underway (5),,24-Nov-23,10.75,Outbound,Patent,830 Patent,FALSE,31-Mar-24,30-Jun-24
zcrm_1936942000179440136,zcrm_1936942000192384463,GalenJames_FisherBroyles_VAXXINOVA,28-Aug-23,Intellectual Property,Biotechnology,Susanna Ryan,"FisherBroyles, LLP",Cases Underway (5),,24-Nov-23,0,Outbound,Patent,830 Patent,FALSE,30-Nov-23,30-Jun-24
zcrm_1936942000179440136,zcrm_1936942000212118468,GalenJames_FisherBroyles_VAXXINOVA,28-Aug-23,Intellectual Property,Biotechnology,Susanna Ryan,"FisherBroyles, LLP",Cases Underway (5),,24-Nov-23,5.25,Outbound,Patent,830 Patent,FALSE,30-Apr-24,30-Jun-24
zcrm_1936942000179440136,zcrm_1936942000196316452,GalenJames_FisherBroyles_VAXXINOVA,28-Aug-23,Intellectual Property,Biotechnology,Susanna Ryan,"FisherBroyles, LLP",Cases Underway (5),,24-Nov-23,7,Outbound,Patent,830 Patent,FALSE,31-Dec-23,30-Jun-24
zcrm_1936942000179440136,zcrm_1936942000221017087,GalenJames_FisherBroyles_VAXXINOVA,28-Aug-23,Intellectual Property,Biotechnology,Susanna Ryan,"FisherBroyles, LLP",Cases Underway (5),,24-Nov-23,9,Outbound,Patent,830 Patent,FALSE,30-Jun-24,30-Jun-24
zcrm_1936942000179440136,zcrm_1936942000216407271,GalenJames_FisherBroyles_VAXXINOVA,28-Aug-23,Intellectual Property,Biotechnology,Susanna Ryan,"FisherBroyles, LLP",Cases Underway (5),,24-Nov-23,4.5,Outbound,Patent,830 Patent,FALSE,31-May-24,30-Jun-24
zcrm_1936942000159222205,zcrm_1936942000212118560,LeeJoo-Youp_WilmerHale_MODERNA,17-Feb-23,Intellectual Property,Pharmaceuticals,Christopher Park,Wilmer Cutler Pickering Hale and Dorr LLP,Cases Underway (5),12-May-23,17-Nov-23,0,Inbound,Patent,830 Patent,FALSE,30-Apr-24,31-Jan-24
zcrm_1936942000159222205,zcrm_1936942000196316480,LeeJoo-Youp_WilmerHale_MODERNA,17-Feb-23,Intellectual Property,Pharmaceuticals,Christopher Park,Wilmer Cutler Pickering Hale and Dorr LLP,Cases Underway (5),12-May-23,17-Nov-23,2.5,Inbound,Patent,830 Patent,FALSE,31-Dec-23,31-Jan-24
zcrm_1936942000159222205,zcrm_1936942000224419040,LeeJoo-Youp_WilmerHale_MODERNA,17-Feb-23,Intellectual Property,Pharmaceuticals,Christopher Park,Wilmer Cutler Pickering Hale and Dorr LLP,Cases Underway (5),12-May-23,17-Nov-23,0,Inbound,Patent,830 Patent,FALSE,31-Jul-24,31-Jan-24
zcrm_1936942000159222205,zcrm_1936942000216407319,LeeJoo-Youp_WilmerHale_MODERNA,17-Feb-23,Intellectual Property,Pharmaceuticals,Christopher Park,Wilmer Cutler Pickering Hale and Dorr LLP,Cases Underway (5),12-May-23,17-Nov-23,0,Inbound,Patent,830 Patent,FALSE,31-May-24,31-Jan-24
zcrm_1936942000159222205,zcrm_1936942000192384520,LeeJoo-Youp_WilmerHale_MODERNA,17-Feb-23,Intellectual Property,Pharmaceuticals,Christopher Park,Wilmer Cutler Pickering Hale and Dorr LLP,Cases Underway (5),12-May-23,17-Nov-23,0,Inbound,Patent,830 Patent,FALSE,30-Nov-23,31-Jan-24
zcrm_1936942000159222205,zcrm_1936942000221017284,LeeJoo-Youp_WilmerHale_MODERNA,17-Feb-23,Intellectual Property,Pharmaceuticals,Christopher Park,Wilmer Cutler Pickering Hale and Dorr LLP,Cases Underway (5),12-May-23,17-Nov-23,0,Inbound,Patent,830 Patent,FALSE,30-Jun-24,31-Jan-24
zcrm_1936942000159222205,zcrm_1936942000208005083,LeeJoo-Youp_WilmerHale_MODERNA,17-Feb-23,Intellectual Property,Pharmaceuticals,Christopher Park,Wilmer Cutler Pickering Hale and Dorr LLP,Cases Underway (5),12-May-23,17-Nov-23,0,Inbound,Patent,830 Patent,FALSE,31-Mar-24,31-Jan-24
zcrm_1936942000159222205,zcrm_1936942000203020839,LeeJoo-Youp_WilmerHale_MODERNA,17-Feb-23,Intellectual Property,Pharmaceuticals,Christopher Park,Wilmer Cutler Pickering Hale and Dorr LLP,Cases Underway (5),12-May-23,17-Nov-23,4,Inbound,Patent,830 Patent,FALSE,31-Jan-24,31-Jan-24
zcrm_1936942000159222205,zcrm_1936942000207982285,LeeJoo-Youp_WilmerHale_MODERNA,17-Feb-23,Intellectual Property,Pharmaceuticals,Christopher Park,Wilmer Cutler Pickering Hale and Dorr LLP,Cases Underway (5),12-May-23,17-Nov-23,0,Inbound,Patent,830 Patent,FALSE,31-Mar-24,31-Jan-24
zcrm_1936942000159222205,zcrm_1936942000204418836,LeeJoo-Youp_WilmerHale_MODERNA,17-Feb-23,Intellectual Property,Pharmaceuticals,Christopher Park,Wilmer Cutler Pickering Hale and Dorr LLP,Cases Underway (5),12-May-23,17-Nov-23,0,Inbound,Patent,830 Patent,FALSE,29-Feb-24,31-Jan-24
zcrm_1936942000185399462,zcrm_1936942000192384525,LeTellierTyler_HARRISLOWRYMANTONLLP_Dwyer,18-Oct-23,Tort,Medical,Kara Magid,HARRIS LOWRY MANTON LLP,Cases Underway (5),,16-Nov-23,0,Inbound,Expansion,,FALSE,30-Nov-23,30-Jun-24
zcrm_1936942000185399462,zcrm_1936942000204418840,LeTellierTyler_HARRISLOWRYMANTONLLP_Dwyer,18-Oct-23,Tort,Medical,Kara Magid,HARRIS LOWRY MANTON LLP,Cases Underway (5),,16-Nov-23,0,Inbound,Expansion,,FALSE,29-Feb-24,30-Jun-24
zcrm_1936942000185399462,zcrm_1936942000216407266,LeTellierTyler_HARRISLOWRYMANTONLLP_Dwyer,18-Oct-23,Tort,Medical,Kara Magid,HARRIS LOWRY MANTON LLP,Cases Underway (5),,16-Nov-23,0,Inbound,Expansion,,FALSE,31-May-24,30-Jun-24
zcrm_1936942000185399462,zcrm_1936942000203020835,LeTellierTyler_HARRISLOWRYMANTONLLP_Dwyer,18-Oct-23,Tort,Medical,Kara Magid,HARRIS LOWRY MANTON LLP,Cases Underway (5),,16-Nov-23,0,Inbound,Expansion,,FALSE,31-Jan-24,30-Jun-24
zcrm_1936942000185399462,zcrm_1936942000196316453,LeTellierTyler_HARRISLOWRYMANTONLLP_Dwyer,18-Oct-23,Tort,Medical,Kara Magid,HARRIS LOWRY MANTON LLP,Cases Underway (5),,16-Nov-23,7,Inbound,Expansion,,FALSE,31-Dec-23,30-Jun-24
zcrm_1936942000185399462,zcrm_1936942000208005087,LeTellierTyler_HARRISLOWRYMANTONLLP_Dwyer,18-Oct-23,Tort,Medical,Kara Magid,HARRIS LOWRY MANTON LLP,Cases Underway (5),,16-Nov-23,0,Inbound,Expansion,,FALSE,31-Mar-24,30-Jun-24
zcrm_1936942000185399462,zcrm_1936942000212118565,LeTellierTyler_HARRISLOWRYMANTONLLP_Dwyer,18-Oct-23,Tort,Medical,Kara Magid,HARRIS LOWRY MANTON LLP,Cases Underway (5),,16-Nov-23,0,Inbound,Expansion,,FALSE,30-Apr-24,30-Jun-24
zcrm_1936942000185399462,zcrm_1936942000224419042,LeTellierTyler_HARRISLOWRYMANTONLLP_Dwyer,18-Oct-23,Tort,Medical,Kara Magid,HARRIS LOWRY MANTON LLP,Cases Underway (5),,16-Nov-23,0,Inbound,Expansion,,FALSE,31-Jul-24,30-Jun-24
zcrm_1936942000185399462,zcrm_1936942000207982289,LeTellierTyler_HARRISLOWRYMANTONLLP_Dwyer,18-Oct-23,Tort,Medical,Kara Magid,HARRIS LOWRY MANTON LLP,Cases Underway (5),,16-Nov-23,0,Inbound,Expansion,,FALSE,31-Mar-24,30-Jun-24
zcrm_1936942000185399462,zcrm_1936942000221017136,LeTellierTyler_HARRISLOWRYMANTONLLP_Dwyer,18-Oct-23,Tort,Medical,Kara Magid,HARRIS LOWRY MANTON LLP,Cases Underway (5),,16-Nov-23,1,Inbound,Expansion,,FALSE,30-Jun-24,30-Jun-24
zcrm_1936942000185790001,zcrm_1936942000196316451,Ben-TzviPinhas_HuschBlackwell_MOTIONCONTROL,20-Oct-23,Intellectual Property,Medical,Susanna Ryan,Husch Blackwell LLP,Cases Underway (5),,15-Nov-23,7,Inbound,Patent,830 Patent,FALSE,31-Dec-23,31-May-24
zcrm_1936942000185790001,zcrm_1936942000224417153,Ben-TzviPinhas_HuschBlackwell_MOTIONCONTROL,20-Oct-23,Intellectual Property,Medical,Susanna Ryan,Husch Blackwell LLP,Cases Underway (5),,15-Nov-23,0,Inbound,Patent,830 Patent,FALSE,31-Jul-24,31-May-24
zcrm_1936942000185790001,zcrm_1936942000221017156,Ben-TzviPinhas_HuschBlackwell_MOTIONCONTROL,20-Oct-23,Intellectual Property,Medical,Susanna Ryan,Husch Blackwell LLP,Cases Underway (5),,15-Nov-23,0,Inbound,Patent,830 Patent,FALSE,30-Jun-24,31-May-24
zcrm_1936942000185790001,zcrm_1936942000192384348,Ben-TzviPinhas_HuschBlackwell_MOTIONCONTROL,20-Oct-23,Intellectual Property,Medical,Susanna Ryan,Husch Blackwell LLP,Cases Underway (5),,15-Nov-23,14,Inbound,Patent,830 Patent,FALSE,30-Nov-23,31-May-24
zcrm_1936942000185790001,zcrm_1936942000212118397,Ben-TzviPinhas_HuschBlackwell_MOTIONCONTROL,20-Oct-23,Intellectual Property,Medical,Susanna Ryan,Husch Blackwell LLP,Cases Underway (5),,15-Nov-23,29.5,Inbound,Patent,830 Patent,FALSE,30-Apr-24,31-May-24
zcrm_1936942000185790001,zcrm_1936942000204418680,Ben-TzviPinhas_HuschBlackwell_MOTIONCONTROL,20-Oct-23,Intellectual Property,Medical,Susanna Ryan,Husch Blackwell LLP,Cases Underway (5),,15-Nov-23,2.5,Inbound,Patent,830 Patent,FALSE,29-Feb-24,31-May-24
zcrm_1936942000185790001,zcrm_1936942000216488296,Ben-TzviPinhas_HuschBlackwell_MOTIONCONTROL,20-Oct-23,Intellectual Property,Medical,Susanna Ryan,Husch Blackwell LLP,Cases Underway (5),,15-Nov-23,7.5,Inbound,Patent,830 Patent,FALSE,31-May-24,31-May-24
zcrm_1936942000185790001,zcrm_1936942000203047743,Ben-TzviPinhas_HuschBlackwell_MOTIONCONTROL,20-Oct-23,Intellectual Property,Medical,Susanna Ryan,Husch Blackwell LLP,Cases Underway (5),,15-Nov-23,5.5,Inbound,Patent,830 Patent,FALSE,31-Jan-24,31-May-24
zcrm_1936942000185790001,zcrm_1936942000207982054,Ben-TzviPinhas_HuschBlackwell_MOTIONCONTROL,20-Oct-23,Intellectual Property,Medical,Susanna Ryan,Husch Blackwell LLP,Cases Underway (5),,15-Nov-23,52.75,Inbound,Patent,830 Patent,FALSE,31-Mar-24,31-May-24
zcrm_1936942000184292202,zcrm_1936942000207982152,deGuzmanAllan_RatnerPrestia_QFIXSYSTEMS,11-Oct-23,Intellectual Property,Medical,Susanna Ryan,RatnerPrestia,Cases Underway (5),,15-Nov-23,0.75,Outbound,Patent,830 Patent,FALSE,31-Mar-24,31-Mar-24
zcrm_1936942000184292202,zcrm_1936942000192384370,deGuzmanAllan_RatnerPrestia_QFIXSYSTEMS,11-Oct-23,Intellectual Property,Medical,Susanna Ryan,RatnerPrestia,Cases Underway (5),,15-Nov-23,4.75,Outbound,Patent,830 Patent,FALSE,30-Nov-23,31-Mar-24
zcrm_1936942000184292202,zcrm_1936942000212118430,deGuzmanAllan_RatnerPrestia_QFIXSYSTEMS,11-Oct-23,Intellectual Property,Medical,Susanna Ryan,RatnerPrestia,Cases Underway (5),,15-Nov-23,0,Outbound,Patent,830 Patent,FALSE,30-Apr-24,31-Mar-24
zcrm_1936942000184292202,zcrm_1936942000224417182,deGuzmanAllan_RatnerPrestia_QFIXSYSTEMS,11-Oct-23,Intellectual Property,Medical,Susanna Ryan,RatnerPrestia,Cases Underway (5),,15-Nov-23,0,Outbound,Patent,830 Patent,FALSE,31-Jul-24,31-Mar-24
zcrm_1936942000184292202,zcrm_1936942000216488253,deGuzmanAllan_RatnerPrestia_QFIXSYSTEMS,11-Oct-23,Intellectual Property,Medical,Susanna Ryan,RatnerPrestia,Cases Underway (5),,15-Nov-23,0,Outbound,Patent,830 Patent,FALSE,31-May-24,31-Mar-24
zcrm_1936942000184292202,zcrm_1936942000221017183,deGuzmanAllan_RatnerPrestia_QFIXSYSTEMS,11-Oct-23,Intellectual Property,Medical,Susanna Ryan,RatnerPrestia,Cases Underway (5),,15-Nov-23,0,Outbound,Patent,830 Patent,FALSE,30-Jun-24,31-Mar-24
zcrm_1936942000184292202,zcrm_1936942000203047720,deGuzmanAllan_RatnerPrestia_QFIXSYSTEMS,11-Oct-23,Intellectual Property,Medical,Susanna Ryan,RatnerPrestia,Cases Underway (5),,15-Nov-23,0,Outbound,Patent,830 Patent,FALSE,31-Jan-24,31-Mar-24
zcrm_1936942000184292202,zcrm_1936942000196316457,deGuzmanAllan_RatnerPrestia_QFIXSYSTEMS,11-Oct-23,Intellectual Property,Medical,Susanna Ryan,RatnerPrestia,Cases Underway (5),,15-Nov-23,6.25,Outbound,Patent,830 Patent,FALSE,31-Dec-23,31-Mar-24
zcrm_1936942000184292202,zcrm_1936942000204418707,deGuzmanAllan_RatnerPrestia_QFIXSYSTEMS,11-Oct-23,Intellectual Property,Medical,Susanna Ryan,RatnerPrestia,Cases Underway (5),,15-Nov-23,0,Outbound,Patent,830 Patent,FALSE,29-Feb-24,31-Mar-24
zcrm_1936942000187444130,zcrm_1936942000203047769,EgelmanSerge_GUTRIDESAFIERLLP_Bloom,2-Nov-23,Class Action,Other,Kara Magid,Gutride Safier LLP,Cases Underway (5),,14-Nov-23,9.5,Inbound,Expansion,190 Contract: Other,TRUE,31-Jan-24,29-Feb-24
zcrm_1936942000187444130,zcrm_1936942000204418722,EgelmanSerge_GUTRIDESAFIERLLP_Bloom,2-Nov-23,Class Action,Other,Kara Magid,Gutride Safier LLP,Cases Underway (5),,14-Nov-23,1.3,Inbound,Expansion,190 Contract: Other,TRUE,29-Feb-24,29-Feb-24
zcrm_1936942000187444130,zcrm_1936942000208005001,EgelmanSerge_GUTRIDESAFIERLLP_Bloom,2-Nov-23,Class Action,Other,Kara Magid,Gutride Safier LLP,Cases Underway (5),,14-Nov-23,0,Inbound,Expansion,190 Contract: Other,TRUE,31-Mar-24,29-Feb-24
zcrm_1936942000187444130,zcrm_1936942000216407314,EgelmanSerge_GUTRIDESAFIERLLP_Bloom,2-Nov-23,Class Action,Other,Kara Magid,Gutride Safier LLP,Cases Underway (5),,14-Nov-23,0,Inbound,Expansion,190 Contract: Other,TRUE,31-May-24,29-Feb-24
zcrm_1936942000187444130,zcrm_1936942000196316448,EgelmanSerge_GUTRIDESAFIERLLP_Bloom,2-Nov-23,Class Action,Other,Kara Magid,Gutride Safier LLP,Cases Underway (5),,14-Nov-23,8.7,Inbound,Expansion,190 Contract: Other,TRUE,31-Dec-23,29-Feb-24
zcrm_1936942000187444130,zcrm_1936942000224417196,EgelmanSerge_GUTRIDESAFIERLLP_Bloom,2-Nov-23,Class Action,Other,Kara Magid,Gutride Safier LLP,Cases Underway (5),,14-Nov-23,0,Inbound,Expansion,190 Contract: Other,TRUE,31-Jul-24,29-Feb-24
zcrm_1936942000187444130,zcrm_1936942000207982203,EgelmanSerge_GUTRIDESAFIERLLP_Bloom,2-Nov-23,Class Action,Other,Kara Magid,Gutride Safier LLP,Cases Underway (5),,14-Nov-23,0,Inbound,Expansion,190 Contract: Other,TRUE,31-Mar-24,29-Feb-24
zcrm_1936942000183679568,zcrm_1936942000203020878,HughesPaul_REESELLP_ZielinskiKoonceDelaRosa,5-Oct-23,Class Action,Consumer Business,Amy Perkins,Bursor & Fisher PA,Cases Underway (5),,14-Nov-23,0,Inbound,Expansion,370 Other Fraud or Truth in Lending,FALSE,31-Jan-24,29-Feb-24
zcrm_1936942000183679568,zcrm_1936942000192384494,HughesPaul_REESELLP_ZielinskiKoonceDelaRosa,5-Oct-23,Class Action,Consumer Business,Amy Perkins,Bursor & Fisher PA,Cases Underway (5),,14-Nov-23,0,Inbound,Expansion,370 Other Fraud or Truth in Lending,FALSE,30-Nov-23,29-Feb-24
zcrm_1936942000183679568,zcrm_1936942000196316581,HughesPaul_REESELLP_ZielinskiKoonceDelaRosa,5-Oct-23,Class Action,Consumer Business,Amy Perkins,Bursor & Fisher PA,Cases Underway (5),,14-Nov-23,0,Inbound,Expansion,370 Other Fraud or Truth in Lending,FALSE,31-Dec-23,29-Feb-24
zcrm_1936942000183679568,zcrm_1936942000204418797,HughesPaul_REESELLP_ZielinskiKoonceDelaRosa,5-Oct-23,Class Action,Consumer Business,Amy Perkins,Bursor & Fisher PA,Cases Underway (5),,14-Nov-23,8.5,Inbound,Expansion,370 Other Fraud or Truth in Lending,FALSE,29-Feb-24,29-Feb-24
zcrm_1936942000186997036,zcrm_1936942000207982171,BellareAnuj_Perkins_ARTHREX,30-Oct-23,,Medical,Susanna Ryan,Perkins Coie LLP,Cases Underway (5),,12-Nov-23,0,Inbound,Patent,,TRUE,31-Mar-24,31-Jul-24
zcrm_1936942000186997036,zcrm_1936942000224417087,BellareAnuj_Perkins_ARTHREX,30-Oct-23,,Medical,Susanna Ryan,Perkins Coie LLP,Cases Underway (5),,12-Nov-23,7.1,Inbound,Patent,,TRUE,31-Jul-24,31-Jul-24
zcrm_1936942000186997036,zcrm_1936942000192384398,BellareAnuj_Perkins_ARTHREX,30-Oct-23,,Medical,Susanna Ryan,Perkins Coie LLP,Cases Underway (5),,12-Nov-23,0.2,Inbound,Patent,,TRUE,30-Nov-23,31-Jul-24
zcrm_1936942000186997036,zcrm_1936942000212118396,BellareAnuj_Perkins_ARTHREX,30-Oct-23,,Medical,Susanna Ryan,Perkins Coie LLP,Cases Underway (5),,12-Nov-23,7.08,Inbound,Patent,,TRUE,30-Apr-24,31-Jul-24
zcrm_1936942000186997036,zcrm_1936942000203047745,BellareAnuj_Perkins_ARTHREX,30-Oct-23,,Medical,Susanna Ryan,Perkins Coie LLP,Cases Underway (5),,12-Nov-23,0,Inbound,Patent,,TRUE,31-Jan-24,31-Jul-24
zcrm_1936942000186997036,zcrm_1936942000196316509,BellareAnuj_Perkins_ARTHREX,30-Oct-23,,Medical,Susanna Ryan,Perkins Coie LLP,Cases Underway (5),,12-Nov-23,0,Inbound,Patent,,TRUE,31-Dec-23,31-Jul-24
zcrm_1936942000186997036,zcrm_1936942000207937969,BellareAnuj_Perkins_ARTHREX,30-Oct-23,,Medical,Susanna Ryan,Perkins Coie LLP,Cases Underway (5),,12-Nov-23,0,Inbound,Patent,,TRUE,31-Mar-24,31-Jul-24
zcrm_1936942000186997036,zcrm_1936942000216407264,BellareAnuj_Perkins_ARTHREX,30-Oct-23,,Medical,Susanna Ryan,Perkins Coie LLP,Cases Underway (5),,12-Nov-23,8.9,Inbound,Patent,,TRUE,31-May-24,31-Jul-24
zcrm_1936942000186997036,zcrm_1936942000204418679,BellareAnuj_Perkins_ARTHREX,30-Oct-23,,Medical,Susanna Ryan,Perkins Coie LLP,Cases Underway (5),,12-Nov-23,0,Inbound,Patent,,TRUE,29-Feb-24,31-Jul-24
zcrm_1936942000186997036,zcrm_1936942000221017075,BellareAnuj_Perkins_ARTHREX,30-Oct-23,,Medical,Susanna Ryan,Perkins Coie LLP,Cases Underway (5),,12-Nov-23,13,Inbound,Patent,,TRUE,30-Jun-24,31-Jul-24
